,State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
1331,Minnesota,Dodge,20087,2785,553
1332,Minnesota,Douglas,36009,8900,2604
1333,Minnesota,Faribault,14553,2049,804
1334,Minnesota,Fillmore,20866,456,107
1335,Minnesota,Freeborn,31255,6635,2337
1336,Minnesota,Goodhue,46183,6949,1739
1337,Minnesota,Grant,6018,2654,887
1338,Minnesota,Hennepin,1152425,322439,56891
1339,Minnesota,Houston,19027,2609,794
1340,Minnesota,Hubbard,20428,4489,1459
1341,Minnesota,Isanti,37816,9173,2298
1342,Minnesota,Itasca,45058,11041,4050
1343,Minnesota,Jackson,10266,1570,424
1344,Minnesota,Kanabec,16239,1892,784
1345,Minnesota,Kandiyohi,42239,15755,4510
1346,Minnesota,Kittson,4552,3309,896
1347,Minnesota,Koochiching,13311,6630,2520
1348,Minnesota,Lac qui Parle,7259,821,260
1349,Minnesota,Lake,10866,1104,370
1350,Minnesota,Lake of the Woods,4045,1666,486
1351,Minnesota,Le Sueur,27703,1390,427
1352,Minnesota,Lincoln,5896,720,208
1353,Minnesota,Lyon,25857,8139,2458
1354,Minnesota,Mahnomen,5413,1905,975
1355,Minnesota,Marshall,9439,5982,1493
1356,Minnesota,Martin,20840,10115,3022
1357,Minnesota,McLeod,36651,13978,3213
1358,Minnesota,Meeker,23300,5315,1602
1359,Minnesota,Mille Lacs,26097,1391,551
1360,Minnesota,Morrison,33198,9422,3499
1361,Minnesota,Mower,39163,7400,2146
1362,Minnesota,Murray,8725,1263,352
1363,Minnesota,Nicollet,32727,13029,3391
1364,Minnesota,Nobles,21378,6688,2055
1365,Minnesota,Norman,6852,2172,712
1366,Minnesota,Olmsted,144248,30750,4481
1367,Minnesota,Otter Tail,57303,13552,4192
1368,Minnesota,Pennington,13930,2532,733
1369,Minnesota,Pine,29750,3486,1308
1370,Minnesota,Pipestone,9596,2872,893
1371,Minnesota,Polk,31600,12741,4033
1372,Minnesota,Pope,10995,1414,366
1373,Minnesota,Ramsey,508640,113123,27456
1374,Minnesota,Red Lake,4089,4056,1250
1375,Minnesota,Redwood,16059,7558,2299
1376,Minnesota,Renville,15730,5201,1555
1377,Minnesota,Rice,64142,11788,3359
1378,Minnesota,Rock,9687,1511,338
1379,Minnesota,Roseau,15629,5782,1336
1380,Minnesota,Scott,129928,37958,4798
1381,Minnesota,Sherburne,88499,13622,4641
1382,Minnesota,Sibley,15226,242,55
1383,Minnesota,St. Louis,200226,55146,18789
1384,Minnesota,Stearns,150642,36744,10882
1385,Minnesota,Steele,36576,9917,1862
1386,Minnesota,Stevens,9726,1212,330
1387,Minnesota,Swift,9783,2525,749
1388,Minnesota,Todd,24895,8326,3081
1389,Minnesota,Traverse,3558,1386,464
1390,Minnesota,Wabasha,21676,2234,552
1391,Minnesota,Wadena,13843,1012,395
1392,Minnesota,Waseca,19136,7001,2242
1393,Minnesota,Washington,238136,120804,18739
1394,Minnesota,Watonwan,11211,552,141
1395,Minnesota,Wilkin,6576,1933,418
1396,Minnesota,Winona,51461,6242,1828
1397,Minnesota,Wright,124700,29224,3735
1398,Minnesota,Yellow Medicine,10438,3380,827
1399,Mississippi,Adams,32297,7016,4074
1400,Mississippi,Alcorn,37057,6527,2791
1401,Mississippi,Amite,13131,2343,1173
1402,Mississippi,Attala,19564,4423,2562
1403,Mississippi,Benton,8729,3215,1881
1404,Mississippi,Bolivar,34145,17468,9544
1405,Mississippi,Calhoun,14962,570,259
1406,Mississippi,Carroll,10597,4337,2081
1407,Mississippi,Chickasaw,17392,1632,877
1408,Mississippi,Choctaw,8547,270,106
1409,Mississippi,Claiborne,9604,928,694
1410,Mississippi,Clarke,16732,2332,942
1411,Mississippi,Clay,20634,5745,3242
1412,Mississippi,Coahoma,26151,5747,3935
1413,Mississippi,Copiah,29449,7597,3702
1414,Mississippi,Covington,19568,0,0
1415,Mississippi,DeSoto,161252,80412,22483
1416,Mississippi,Forrest,74934,15823,6773
1417,Mississippi,Franklin,8118,2486,1047
1418,Mississippi,George,22578,2489,865
1419,Mississippi,Greene,14400,637,257
1420,Mississippi,Grenada,21906,3265,1575
1421,Mississippi,Hancock,43929,18493,7824
1422,Mississippi,Harrison,187105,68869,29692
1423,Mississippi,Hinds,245285,72513,33051
1424,Mississippi,Holmes,19198,6383,4755
1425,Mississippi,Humphreys,9375,1744,958
1426,Mississippi,Issaquena,1406,597,382
1427,Mississippi,Itawamba,23401,3495,1291
1428,Mississippi,Jackson,139668,51787,17969
1429,Mississippi,Jasper,17062,1999,1047
1430,Mississippi,Jefferson,7726,799,448
1431,Mississippi,Jefferson Davis,12487,2067,1179
1432,Mississippi,Jones,67761,7337,4318
1433,Mississippi,Kemper,10456,5150,3176
1434,Mississippi,Lafayette,47351,17745,8341
1435,Mississippi,Lamar,55658,20522,5837
1436,Mississippi,Lauderdale,80261,16573,8946
1437,Mississippi,Lawrence,12929,1980,913
1438,Mississippi,Leake,23805,5919,3273
1439,Mississippi,Lee,82910,16949,6052
1440,Mississippi,Leflore,32317,9309,6542
1441,Mississippi,Lincoln,34869,6649,3895
1442,Mississippi,Lowndes,59779,12486,4538
1443,Mississippi,Madison,95203,24141,5203
1444,Mississippi,Marion,27088,5690,3014
1445,Mississippi,Marshall,37144,7959,3383
1446,Mississippi,Monroe,36989,3182,1602
1447,Mississippi,Montgomery,10925,2734,1258
1448,Mississippi,Neshoba,29676,2383,1112
1449,Mississippi,Newton,21720,3478,1821
1450,Mississippi,Noxubee,11545,1853,1266
1451,Mississippi,Oktibbeha,47671,19444,10911
1452,Mississippi,Panola,34707,6533,3697
1453,Mississippi,Pearl River,55834,5945,3114
1454,Mississippi,Perry,12250,1123,488
1455,Mississippi,Pike,40404,5647,3434
1456,Mississippi,Pontotoc,29957,4586,1946
1457,Mississippi,Prentiss,25276,2404,1415
1458,Mississippi,Quitman,8223,1786,1268
1459,Mississippi,Rankin,141617,41551,14341
1460,Mississippi,Scott,28264,9332,4834
1461,Mississippi,Sharkey,4916,1370,779
1462,Mississippi,Simpson,27503,3473,2045
1463,Mississippi,Smith,16491,2696,1124
1464,Mississippi,Stone,17786,4460,1863
1465,Mississippi,Sunflower,29450,11573,7907
1466,Mississippi,Tallahatchie,15378,7889,4668
1467,Mississippi,Tate,28886,7647,4135
1468,Mississippi,Tippah,22232,1792,962
1469,Mississippi,Tishomingo,19593,0,0
1470,Mississippi,Tunica,10778,3015,1881
1471,Mississippi,Union,27134,2847,1452
1472,Mississippi,Walthall,15443,1641,913
1473,Mississippi,Warren,48773,8686,4351
1474,Mississippi,Washington,51137,14078,9011
1475,Mississippi,Wayne,20747,796,505
1476,Mississippi,Webster,10253,1179,533
1477,Mississippi,Wilkinson,9878,1585,812
1478,Mississippi,Winston,19198,3425,2003
1479,Mississippi,Yalobusha,12678,2669,1331
1480,Mississippi,Yazoo,28065,9489,5786
1481,Missouri,Adair,25607,6873,3373
1482,Missouri,Andrew,17291,2430,749
1483,Missouri,Atchison,5685,707,279
1484,Missouri,Audrain,25529,5757,2065
1485,Missouri,Barry,35597,6983,3220
1486,Missouri,Barton,12402,3305,1589
1487,Missouri,Bates,17049,1617,693
1488,Missouri,Benton,19056,1899,897
1489,Missouri,Bollinger,12363,3512,1343
1490,Missouri,Boone,162642,64436,19665
1491,Missouri,Buchanan,89201,21137,5986
1492,Missouri,Butler,42794,7046,3721
1493,Missouri,Caldwell,9424,1759,760
1494,Missouri,Callaway,44332,8791,3271
1495,Missouri,Camden,44002,10557,4030
1496,Missouri,Cape Girardeau,75674,22648,6741
1497,Missouri,Carroll,9295,2411,833
1498,Missouri,Carter,6265,3116,1735
1499,Missouri,Cass,99478,33450,9251
1500,Missouri,Cedar,13982,2970,1570
1501,Missouri,Chariton,7831,804,296
1502,Missouri,Christian,77422,17455,6535
1503,Missouri,Clark,7139,958,382
1504,Missouri,Clay,221939,67994,15033
1505,Missouri,Clinton,20743,2796,1268
1506,Missouri,Cole,75990,22756,7062
1507,Missouri,Cooper,17601,5630,1948
1508,Missouri,Crawford,24696,1969,1030
1509,Missouri,Dade,7883,761,252
1510,Missouri,Dallas,16777,4226,2213
1511,Missouri,Daviess,8433,1840,842
1512,Missouri,DeKalb,12892,4769,1424
1513,Missouri,Dent,15657,3947,1811
1514,Missouri,Douglas,13684,5147,2595
1515,Missouri,Dunklin,31953,7073,3771
1516,Missouri,Franklin,101492,13018,4415
1517,Missouri,Gasconade,15222,713,324
1518,Missouri,Gentry,6738,205,80
1519,Missouri,Greene,275174,61403,19923
1520,Missouri,Grundy,10261,3508,1448
1521,Missouri,Harrison,8957,3008,1456
1522,Missouri,Henry,22272,7738,3516
1523,Missouri,Hickory,9627,1313,662
1524,Missouri,Holt,4912,4888,1825
1525,Missouri,Howard,10144,2073,724
1526,Missouri,Howell,40400,8679,4565
1527,Missouri,Iron,10630,2345,1169
1528,Missouri,Jackson,674158,166391,51742
1529,Missouri,Jasper,117404,33342,12691
1530,Missouri,Jefferson,218733,67959,17655
1531,Missouri,Johnson,52595,15152,5283
1532,Missouri,Knox,4131,798,355
1533,Missouri,Laclede,35571,15614,6895
1534,Missouri,Lafayette,33381,6546,1669
1535,Missouri,Lawrence,38634,6523,2076
1536,Missouri,Lewis,10211,4240,1725
1537,Missouri,Lincoln,52566,3729,1189
1538,Missouri,Linn,12761,2652,1127
1539,Missouri,Livingston,15195,1943,648
1540,Missouri,Macon,15566,4537,1832
1541,Missouri,Madison,12226,2492,1257
1542,Missouri,Maries,9176,528,190
1543,Missouri,Marion,28781,4534,1539
1544,Missouri,McDonald,23083,1715,806
1545,Missouri,Mercer,3785,3776,1682
1546,Missouri,Miller,24748,1998,631
1547,Missouri,Mississippi,14358,427,241
1548,Missouri,Moniteau,15607,1585,516
1549,Missouri,Monroe,8840,1221,510
1550,Missouri,Montgomery,12236,2208,715
1551,Missouri,Morgan,20565,649,310
1552,Missouri,New Madrid,18956,879,493
1553,Missouri,Newton,58114,11376,4126
1554,Missouri,Nodaway,23370,12451,7282
1555,Missouri,Oregon,10881,1894,1014
1556,Missouri,Osage,13878,1418,449
1557,Missouri,Ozark,9723,5365,2697
1558,Missouri,Pemiscot,18296,1520,901
1559,Missouri,Perry,18971,2874,828
1560,Missouri,Pettis,42201,5843,2410
1561,Missouri,Phelps,45156,8541,3932
1562,Missouri,Pike,18516,4641,1912
1563,Missouri,Platte,89322,34385,6020
1564,Missouri,Polk,31137,999,400
1565,Missouri,Pulaski,52274,33100,12056
1566,Missouri,Putnam,4979,1328,608
1567,Missouri,Ralls,10167,763,199
1568,Missouri,Randolph,25414,4042,1902
1569,Missouri,Ray,23494,5265,1930
1570,Missouri,Reynolds,6696,3001,1374
1571,Missouri,Ripley,14100,2924,1534
1572,Missouri,Saline,23370,6727,2847
1573,Missouri,Schuyler,4431,3644,1649
1574,Missouri,Scotland,4843,466,185
1575,Missouri,Scott,39191,10727,5208
1576,Missouri,Shannon,8441,1400,628
1577,Missouri,Shelby,6373,2455,1240
1578,Missouri,St. Charles,360485,162712,22509
1579,Missouri,St. Clair,9805,916,449
1580,Missouri,St. Francois,65359,12928,4428
1581,Missouri,St. Louis,998954,281589,61977
1582,Missouri,St. Louis City,319294,18891,10433
1583,Missouri,Ste. Genevieve,18145,4469,1595
1584,Missouri,Stoddard,29968,1838,782
1585,Missouri,Stone,32202,4837,1675
1586,Missouri,Sullivan,6714,1829,803
1587,Missouri,Taney,51675,22342,9865
1588,Missouri,Texas,26008,4701,1515
1589,Missouri,Vernon,21159,7671,3453
1590,Missouri,Warren,32513,3736,1126
1591,Missouri,Washington,25195,3090,1529
1592,Missouri,Wayne,13521,4682,2281
1593,Missouri,Webster,36202,4466,1740
1594,Missouri,Worth,2171,302,86
1595,Missouri,Wright,18815,3377,1773
1596,Montana,Beaverhead,9246,2571,918
1597,Montana,Big Horn,12865,5479,3084
1598,Montana,Blaine,6491,2208,1276
1599,Montana,Broadwater,5612,1432,409
1600,Montana,Carbon,10078,3627,1037
1601,Montana,Carter,1160,1160,436
1602,Montana,Cascade,81327,23392,8362
1603,Montana,Chouteau,5813,4151,2023
1604,Montana,Custer,11699,5947,2332
1605,Montana,Daniels,1751,469,105
1606,Montana,Dawson,8966,4936,1246
1607,Montana,Deer Lodge,9298,598,246
1608,Montana,Fallon,2890,648,201
1609,Montana,Fergus,11586,4564,1606
1610,Montana,Flathead,90928,13897,5445
1611,Montana,Gallatin,89513,17901,5371
1612,Montana,Garfield,1206,667,237
1613,Montana,Glacier,13399,3633,1866
1614,Montana,Golden Valley,884,884,374
1615,Montana,Granite,3079,675,162
1616,Montana,Hill,16096,8641,3432
1617,Montana,Jefferson,11406,1334,290
1618,Montana,Judith Basin,2072,1251,452
1619,Montana,Lake,28746,1677,638
1620,Montana,Lewis and Clark,63395,12026,3499
1621,Montana,Liberty,2339,1313,493
1622,Montana,Lincoln,19687,2568,1019
1623,Montana,Madison,7691,2322,750
1624,Montana,McCone,1734,714,190
1625,Montana,Meagher,1891,1891,878
1626,Montana,Mineral,4223,1971,913
1627,Montana,Missoula,109299,20315,6103
1628,Montana,Musselshell,4538,1447,507
1629,Montana,Park,15636,5303,1974
1630,Montana,Petroleum,494,494,195
1631,Montana,Phillips,4253,1134,458
1632,Montana,Pondera,6153,2790,1329
1633,Montana,Powder River,1743,913,313
1634,Montana,Powell,7027,1344,479
1635,Montana,Prairie,1179,1179,440
1636,Montana,Ravalli,40212,1122,437
1637,Montana,Richland,9746,4300,1138
1638,Montana,Roosevelt,10425,6021,3184
1639,Montana,Rosebud,9233,2228,903
1640,Montana,Sanders,11413,4809,2489
1641,Montana,Sheridan,3384,1192,403
1642,Montana,Silver Bow,34200,4448,1537
1643,Montana,Stillwater,9117,1458,422
1644,Montana,Sweet Grass,3651,826,239
1645,Montana,Teton,6073,1926,770
1646,Montana,Toole,5324,2324,619
1647,Montana,Treasure,718,718,300
1648,Montana,Valley,7369,3007,1119
1649,Montana,Wheatland,2168,2168,990
1650,Montana,Wibaux,1017,1017,384
1651,Montana,Yellowstone,147972,33654,9589
1652,Nebraska,Adams,31364,10985,3656
1653,Nebraska,Antelope,6685,1350,500
1654,Nebraska,Arthur,460,460,203
1655,Nebraska,Banner,690,680,308
1656,Nebraska,Blaine,478,478,166
1657,Nebraska,Boone,5505,1021,305
1658,Nebraska,Box Butte,11308,4640,1873
1659,Nebraska,Boyd,2099,2099,865
1660,Nebraska,Brown,3145,317,136
1661,Nebraska,Buffalo,46102,10591,4129
1662,Nebraska,Burt,6858,46,18
1663,Nebraska,Butler,8395,1541,506
1664,Nebraska,Cass,25241,6720,1453
1665,Nebraska,Cedar,8852,1412,420
1666,Nebraska,Chase,3966,1167,473
1667,Nebraska,Cherry,5713,2211,805
1668,Nebraska,Cheyenne,9998,2258,678
1669,Nebraska,Clay,6542,3047,950
1670,Nebraska,Colfax,10515,3326,859
1671,Nebraska,Cuming,9139,412,111
1672,Nebraska,Custer,10939,5857,1949
1673,Nebraska,Dakota,21006,2932,904
1674,Nebraska,Dawes,9182,2663,947
1675,Nebraska,Dawson,24326,9157,3309
1676,Nebraska,Deuel,1941,521,190
1677,Nebraska,Dixon,6000,2036,617
1678,Nebraska,Dodge,36691,9901,2905
1679,Nebraska,Douglas,517110,62867,15980
1680,Nebraska,Dundy,2008,668,219
1681,Nebraska,Fillmore,5890,1157,341
1682,Nebraska,Franklin,3225,1531,490
1683,Nebraska,Frontier,2756,2674,871
1684,Nebraska,Furnas,4959,1081,477
1685,Nebraska,Gage,22311,8423,2266
1686,Nebraska,Garden,2057,2054,685
1687,Nebraska,Garfield,2049,205,62
1688,Nebraska,Gosper,2044,1313,436
1689,Nebraska,Grant,614,614,289
1690,Nebraska,Greeley,2538,2537,1017
1691,Nebraska,Hall,58607,21692,7692
1692,Nebraska,Hamilton,9124,1779,505
1693,Nebraska,Harlan,3423,208,62
1694,Nebraska,Hayes,967,967,315
1695,Nebraska,Hitchcock,2908,2763,1290
1696,Nebraska,Holt,10435,3314,1199
1697,Nebraska,Hooker,736,117,42
1698,Nebraska,Howard,6274,1132,316
1699,Nebraska,Jefferson,7547,1988,492
1700,Nebraska,Johnson,5217,1354,405
1701,Nebraska,Kearney,6489,825,194
1702,Nebraska,Keith,8368,2302,617
1703,Nebraska,Keya Paha,824,823,343
1704,Nebraska,Kimball,3821,287,115
1705,Nebraska,Knox,8701,676,292
1706,Nebraska,Lancaster,285407,35170,8713
1707,Nebraska,Lincoln,36288,5271,1044
1708,Nebraska,Logan,763,107,27
1709,Nebraska,Loup,632,506,188
1710,Nebraska,Madison,34876,10435,2862
1711,Nebraska,McPherson,539,539,149
1712,Nebraska,Merrick,7845,2996,939
1713,Nebraska,Morrill,5042,2558,1003
1714,Nebraska,Nance,3735,1398,563
1715,Nebraska,Nemaha,7248,322,105
1716,Nebraska,Nuckolls,4500,1621,546
1717,Nebraska,Otoe,15740,2752,706
1718,Nebraska,Pawnee,2773,503,188
1719,Nebraska,Perkins,2970,877,270
1720,Nebraska,Phelps,9188,1864,450
1721,Nebraska,Pierce,7266,4813,1251
1722,Nebraska,Platte,32237,6912,1401
1723,Nebraska,Polk,5406,312,74
1724,Nebraska,Red Willow,11055,6446,1937
1725,Nebraska,Richardson,8363,2554,1088
1726,Nebraska,Rock,1526,428,142
1727,Nebraska,Saline,14200,3406,1304
1728,Nebraska,Sarpy,158840,51639,9832
1729,Nebraska,Saunders,20780,5082,1181
1730,Nebraska,Scotts Bluff,36970,3764,1219
1731,Nebraska,Seward,16750,2274,467
1732,Nebraska,Sheridan,5469,1927,706
1733,Nebraska,Sherman,3152,2630,897
1734,Nebraska,Sioux,1311,858,326
1735,Nebraska,Stanton,6129,2531,846
1736,Nebraska,Thayer,5228,908,359
1737,Nebraska,Thomas,647,647,175
1738,Nebraska,Thurston,6940,1752,515
1739,Nebraska,Valley,4260,1015,315
1740,Nebraska,Washington,20234,1694,261
1741,Nebraska,Wayne,9595,875,233
1742,Nebraska,Webster,3812,1998,553
1743,Nebraska,Wheeler,818,818,296
1744,Nebraska,York,13665,3841,916
1745,Nevada,Carson City,55274,13860,3148
1746,Nevada,Churchill,24877,4660,2007
1747,Nevada,Clark,1951269,373414,113812
1748,Nevada,Douglas,46997,23057,6307
1749,Nevada,Elko,48818,12445,2702
1750,Nevada,Esmeralda,783,761,404
1751,Nevada,Eureka,1987,1987,546
1752,Nevada,Humboldt,16528,2572,1159
1753,Nevada,Lander,5775,879,338
1754,Nevada,Lincoln,5345,4174,1730
1755,Nevada,Lyon,51980,20084,6587
1756,Nevada,Mineral,4772,4420,1739
1757,Nevada,Nye,43946,37376,16873
1758,Nevada,Pershing,6753,1036,383
1759,Nevada,Storey,4010,15,3
1760,Nevada,Washoe,421407,143728,40373
1761,Nevada,White Pine,10030,5474,1526
1762,New Hampshire,Belknap,60088,7616,2054
1763,New Hampshire,Carroll,47818,872,242
1764,New Hampshire,Cheshire,77117,14950,3402
1765,New Hampshire,Coos,33055,5324,1857
1766,New Hampshire,Grafton,89118,8983,3945
1767,New Hampshire,Hillsborough,400721,145261,23327
1768,New Hampshire,Merrimack,146445,22325,5179
1769,New Hampshire,Rockingham,295223,127667,18039
1770,New Hampshire,Strafford,123143,30951,8394
1771,New Hampshire,Sullivan,43742,14513,4287
1772,New Jersey,Atlantic,274549,82314,23257
1773,New Jersey,Bergen,905116,94798,8163
1774,New Jersey,Burlington,448734,167764,24060
1775,New Jersey,Camden,513657,109569,23846
1776,New Jersey,Cape May,97265,33471,7645
1777,New Jersey,Cumberland,156898,49023,16969
1778,New Jersey,Essex,783969,60831,5538
1779,New Jersey,Gloucester,288288,141727,27075
1780,New Jersey,Hudson,634266,4696,998
1781,New Jersey,Hunterdon,128349,23898,2929
1782,New Jersey,Mercer,366513,109072,14757
1783,New Jersey,Middlesex,809858,207703,31461
1784,New Jersey,Monmouth,630380,220729,30517
1785,New Jersey,Morris,492276,198556,19398
1786,New Jersey,Ocean,576567,241823,50877
1787,New Jersey,Passaic,501226,65205,8901
1788,New Jersey,Salem,66083,8733,2242
1789,New Jersey,Somerset,323444,120758,9007
1790,New Jersey,Sussex,149265,58984,8944
1791,New Jersey,Union,536499,50015,5593
1792,New Jersey,Warren,108692,34827,6784
1793,New Mexico,Bernalillo,662564,141940,46573
1794,New Mexico,Catron,3725,3725,1694
1795,New Mexico,Chaves,65645,18451,10139
1796,New Mexico,Cibola,27213,13775,7542
1797,New Mexico,Colfax,13750,3945,1986
1798,New Mexico,Curry,48376,17401,7331
1799,New Mexico,De Baca,2022,346,137
1800,New Mexico,Dona Ana,209233,77461,40529
1801,New Mexico,Eddy,53829,18192,6732
1802,New Mexico,Grant,29514,7110,2996
1803,New Mexico,Guadalupe,4687,1331,602
1804,New Mexico,Harding,695,661,283
1805,New Mexico,Hidalgo,4894,1685,727
1806,New Mexico,Lea,64727,13259,4308
1807,New Mexico,Lincoln,20497,7896,3554
1808,New Mexico,Los Alamos,17950,10280,1031
1809,New Mexico,Luna,25095,9435,6391
1810,New Mexico,McKinley,71492,42113,28503
1811,New Mexico,Mora,4881,1200,782
1812,New Mexico,Otero,63797,20364,6753
1813,New Mexico,Quay,9041,2580,1148
1814,New Mexico,Rio Arriba,40246,16425,7755
1815,New Mexico,Roosevelt,19846,6274,2843
1816,New Mexico,San Juan,130044,54196,26465
1817,New Mexico,San Miguel,29393,14546,8204
1818,New Mexico,Sandoval,131561,57836,20010
1819,New Mexico,Santa Fe,144170,45425,14946
1820,New Mexico,Sierra,11988,3502,1666
1821,New Mexico,Socorro,17866,8817,5177
1822,New Mexico,Taos,32937,11653,6341
1823,New Mexico,Torrance,16383,6132,2926
1824,New Mexico,Union,4549,1220,520
1825,New Mexico,Valencia,76569,46209,22332
1826,New York,Albany,304204,89649,15137
1827,New York,Allegany,48946,125,52
1828,New York,Bronx,1385108,8710,225
1829,New York,Broome,200600,26667,6630
1830,New York,Cattaraugus,80317,6261,2452
1831,New York,Cayuga,80026,2652,1060
1832,New York,Chautauqua,134905,21675,8567
1833,New York,Chemung,88830,22576,5698
1834,New York,Chenango,50477,1986,773
1835,New York,Clinton,82128,20674,8049
1836,New York,Columbia,63096,7731,3192
1837,New York,Cortland,49336,8673,2511
1838,New York,Delaware,47980,6088,1856
1839,New York,Dutchess,297488,106863,18134
1840,New York,Erie,919040,187426,51527
1841,New York,Essex,39370,936,238
1842,New York,Franklin,51599,9783,3855
1843,New York,Fulton,55531,9770,3553
1844,New York,Genesee,60079,5877,1383
1845,New York,Greene,49221,5815,1062
1846,New York,Hamilton,4836,2592,585
1847,New York,Herkimer,64519,11633,4118
1848,New York,Jefferson,116229,18468,7571
1849,New York,Kings,2504700,373,132
1850,New York,Lewis,27087,3634,1502
1851,New York,Livingston,65393,9713,2186
1852,New York,Madison,73442,12520,1096
1853,New York,Monroe,744344,234228,45272
1854,New York,Montgomery,50219,8676,3154
1855,New York,Nassau,1339532,76403,6972
1856,New York,New York,1585873,2,0
1857,New York,Niagara,216469,36413,9820
1858,New York,Oneida,234878,40171,11519
1859,New York,Onondaga,467026,106559,19311
1860,New York,Ontario,107931,11866,4028
1861,New York,Orange,372813,126375,23704
1862,New York,Orleans,42883,4442,2139
1863,New York,Oswego,122109,10930,3600
1864,New York,Otsego,62259,21141,6739
1865,New York,Putnam,99710,50327,7454
1866,New York,Queens,2230722,8276,758
1867,New York,Rensselaer,159429,37699,7841
1868,New York,Richmond,468730,4431,858
1869,New York,Rockland,311687,68949,11498
1870,New York,Saratoga,219607,53802,8570
1871,New York,Schenectady,154727,37282,8883
1872,New York,Schoharie,32749,8550,2431
1873,New York,Schuyler,18343,128,49
1874,New York,Seneca,35251,3164,1076
1875,New York,St. Lawrence,111944,22222,8846
1876,New York,Steuben,98990,13256,3768
1877,New York,Suffolk,1493350,405253,63922
1878,New York,Sullivan,77547,2927,1679
1879,New York,Tioga,51125,4581,582
1880,New York,Tompkins,101564,16625,6117
1881,New York,Ulster,182493,45859,13734
1882,New York,Warren,65707,20033,3586
1883,New York,Washington,63216,7821,2992
1884,New York,Wayne,93772,5249,1746
1885,New York,Westchester,949113,135258,12929
1886,New York,Wyoming,42155,11842,3000
1887,New York,Yates,25348,108,32
1888,North Carolina,Alamance,151131,36017,15920
1889,North Carolina,Alexander,37198,7546,3209
1890,North Carolina,Alleghany,11155,431,199
1891,North Carolina,Anson,26948,2267,1292
1892,North Carolina,Ashe,27281,6044,2963
1893,North Carolina,Avery,17797,116,32
1894,North Carolina,Beaufort,47759,5608,2117
1895,North Carolina,Bertie,21282,7093,4492
1896,North Carolina,Bladen,35190,5045,2693
1897,North Carolina,Brunswick,107431,28321,10660
1898,North Carolina,Buncombe,238318,64118,23687
1899,North Carolina,Burke,90912,24756,11534
1900,North Carolina,Cabarrus,178011,59368,15976
1901,North Carolina,Caldwell,83029,28238,13192
1902,North Carolina,Camden,9980,439,89
1903,North Carolina,Carteret,66469,21723,6151
1904,North Carolina,Caswell,23719,1855,782
1905,North Carolina,Catawba,154358,38265,13550
1906,North Carolina,Chatham,63505,7007,3481
1907,North Carolina,Cherokee,27444,2071,941
1908,North Carolina,Chowan,14793,4171,2080
1909,North Carolina,Clay,10587,343,133
1910,North Carolina,Cleveland,98078,19635,8406
1911,North Carolina,Columbus,58098,5819,2448
1912,North Carolina,Craven,103505,38961,10219
1913,North Carolina,Cumberland,319431,95698,40494
1914,North Carolina,Currituck,23547,3093,667
1915,North Carolina,Dare,33920,12197,2940
1916,North Carolina,Davidson,162878,40265,14487
1917,North Carolina,Davie,41240,12609,3523
1918,North Carolina,Duplin,58505,5786,2939
1919,North Carolina,Durham,267587,81914,23384
1920,North Carolina,Edgecombe,56552,9262,5216
1921,North Carolina,Forsyth,350670,144835,53774
1922,North Carolina,Franklin,60619,2591,1524
1923,North Carolina,Gaston,206086,73314,27468
1924,North Carolina,Gates,12197,5,3
1925,North Carolina,Graham,8861,251,99
1926,North Carolina,Granville,59916,12925,4098
1927,North Carolina,Greene,21362,0,0
1928,North Carolina,Guilford,488406,128026,45495
1929,North Carolina,Halifax,54691,9532,5302
1930,North Carolina,Harnett,114678,22354,8233
1931,North Carolina,Haywood,59036,5392,2141
1932,North Carolina,Henderson,106740,28855,9990
1933,North Carolina,Hertford,24669,4439,2257
1934,North Carolina,Hoke,46952,8169,3255
1935,North Carolina,Hyde,5810,5227,2056
1936,North Carolina,Iredell,159437,40683,10956
1937,North Carolina,Jackson,40271,3377,1411
1938,North Carolina,Johnston,168878,25393,5565
1939,North Carolina,Jones,10153,0,0
1940,North Carolina,Lee,57866,12491,4296
1941,North Carolina,Lenoir,59495,17122,8269
1942,North Carolina,Lincoln,78265,19202,5374
1943,North Carolina,Macon,33922,2620,1138
1944,North Carolina,Madison,20764,2534,1328
1945,North Carolina,Martin,24505,2234,1024
1946,North Carolina,McDowell,44996,1254,717
1947,North Carolina,Mecklenburg,919628,213596,60250
1948,North Carolina,Mitchell,15579,0,0
1949,North Carolina,Montgomery,27798,4444,2298
1950,North Carolina,Moore,88247,24257,6786
1951,North Carolina,Nash,95840,17398,6614
1952,North Carolina,New Hanover,202667,66380,16429
1953,North Carolina,Northampton,22099,1820,989
1954,North Carolina,Onslow,177772,65331,22826
1955,North Carolina,Orange,133801,22989,11301
1956,North Carolina,Pamlico,13144,722,310
1957,North Carolina,Pasquotank,40661,9078,4811
1958,North Carolina,Pender,52217,13100,3906
1959,North Carolina,Perquimans,13453,458,148
1960,North Carolina,Person,39464,4822,2123
1961,North Carolina,Pitt,168148,33963,12788
1962,North Carolina,Polk,20510,1165,339
1963,North Carolina,Randolph,141752,31744,14568
1964,North Carolina,Richmond,46639,10371,5061
1965,North Carolina,Robeson,134168,13658,9574
1966,North Carolina,Rockingham,93643,20027,10847
1967,North Carolina,Rowan,138428,30460,12477
