State,County,2010_Population,Food_Desert_Population,Food_Desert_Low_Income
Missouri,Adair,25607,6873,3373
Missouri,Andrew,17291,2430,749
Missouri,Atchison,5685,707,279
Missouri,Audrain,25529,5757,2065
Missouri,Barry,35597,6983,3220
Missouri,Barton,12402,3305,1589
Missouri,Bates,17049,1617,693
Missouri,Benton,19056,1899,897
Missouri,Bollinger,12363,3512,1343
Missouri,Boone,162642,64436,19665
Missouri,Buchanan,89201,21137,5986
Missouri,Butler,42794,7046,3721
Missouri,Caldwell,9424,1759,760
Missouri,Callaway,44332,8791,3271
Missouri,Camden,44002,10557,4030
Missouri,Cape Girardeau,75674,22648,6741
Missouri,Carroll,9295,2411,833
Missouri,Carter,6265,3116,1735
Missouri,Cass,99478,33450,9251
Missouri,Cedar,13982,2970,1570
Missouri,Chariton,7831,804,296
Missouri,Christian,77422,17455,6535
Missouri,Clark,7139,958,382
Missouri,Clay,221939,67994,15033
Missouri,Clinton,20743,2796,1268
Missouri,Cole,75990,22756,7062
Missouri,Cooper,17601,5630,1948
Missouri,Crawford,24696,1969,1030
Missouri,Dade,7883,761,252
Missouri,Dallas,16777,4226,2213
Missouri,Daviess,8433,1840,842
Missouri,DeKalb,12892,4769,1424
Missouri,Dent,15657,3947,1811
Missouri,Douglas,13684,5147,2595
Missouri,Dunklin,31953,7073,3771
Missouri,Franklin,101492,13018,4415
Missouri,Gasconade,15222,713,324
Missouri,Gentry,6738,205,80
Missouri,Greene,275174,61403,19923
Missouri,Grundy,10261,3508,1448
Missouri,Harrison,8957,3008,1456
Missouri,Henry,22272,7738,3516
Missouri,Hickory,9627,1313,662
Missouri,Holt,4912,4888,1825
Missouri,Howard,10144,2073,724
Missouri,Howell,40400,8679,4565
Missouri,Iron,10630,2345,1169
Missouri,Jackson,674158,166391,51742
Missouri,Jasper,117404,33342,12691
Missouri,Jefferson,218733,67959,17655
Missouri,Johnson,52595,15152,5283
Missouri,Knox,4131,798,355
Missouri,Laclede,35571,15614,6895
Missouri,Lafayette,33381,6546,1669
Missouri,Lawrence,38634,6523,2076
Missouri,Lewis,10211,4240,1725
Missouri,Lincoln,52566,3729,1189
Missouri,Linn,12761,2652,1127
Missouri,Livingston,15195,1943,648
Missouri,Macon,15566,4537,1832
Missouri,Madison,12226,2492,1257
Missouri,Maries,9176,528,190
Missouri,Marion,28781,4534,1539
Missouri,McDonald,23083,1715,806
Missouri,Mercer,3785,3776,1682
Missouri,Miller,24748,1998,631
Missouri,Mississippi,14358,427,241
Missouri,Moniteau,15607,1585,516
Missouri,Monroe,8840,1221,510
Missouri,Montgomery,12236,2208,715
Missouri,Morgan,20565,649,310
Missouri,New Madrid,18956,879,493
Missouri,Newton,58114,11376,4126
Missouri,Nodaway,23370,12451,7282
Missouri,Oregon,10881,1894,1014
Missouri,Osage,13878,1418,449
Missouri,Ozark,9723,5365,2697
Missouri,Pemiscot,18296,1520,901
Missouri,Perry,18971,2874,828
Missouri,Pettis,42201,5843,2410
Missouri,Phelps,45156,8541,3932
Missouri,Pike,18516,4641,1912
Missouri,Platte,89322,34385,6020
Missouri,Polk,31137,999,400
Missouri,Pulaski,52274,33100,12056
Missouri,Putnam,4979,1328,608
Missouri,Ralls,10167,763,199
Missouri,Randolph,25414,4042,1902
Missouri,Ray,23494,5265,1930
Missouri,Reynolds,6696,3001,1374
Missouri,Ripley,14100,2924,1534
Missouri,Saline,23370,6727,2847
Missouri,Schuyler,4431,3644,1649
Missouri,Scotland,4843,466,185
Missouri,Scott,39191,10727,5208
Missouri,Shannon,8441,1400,628
Missouri,Shelby,6373,2455,1240
Missouri,St. Charles,360485,162712,22509
Missouri,St. Clair,9805,916,449
Missouri,St. Francois,65359,12928,4428
Missouri,St. Louis,998954,281589,61977
Missouri,St. Louis City,319294,18891,10433
Missouri,Ste. Genevieve,18145,4469,1595
Missouri,Stoddard,29968,1838,782
Missouri,Stone,32202,4837,1675
Missouri,Sullivan,6714,1829,803
Missouri,Taney,51675,22342,9865
Missouri,Texas,26008,4701,1515
Missouri,Vernon,21159,7671,3453
Missouri,Warren,32513,3736,1126
Missouri,Washington,25195,3090,1529
Missouri,Wayne,13521,4682,2281
Missouri,Webster,36202,4466,1740
Missouri,Worth,2171,302,86
Missouri,Wright,18815,3377,1773
Montana,Beaverhead,9246,2571,918
Montana,Big Horn,12865,5479,3084
Montana,Blaine,6491,2208,1276
Montana,Broadwater,5612,1432,409
Montana,Carbon,10078,3627,1037
Montana,Carter,1160,1160,436
Montana,Cascade,81327,23392,8362
Montana,Chouteau,5813,4151,2023
Montana,Custer,11699,5947,2332
Montana,Daniels,1751,469,105
Montana,Dawson,8966,4936,1246
Montana,Deer Lodge,9298,598,246
Montana,Fallon,2890,648,201
Montana,Fergus,11586,4564,1606
Montana,Flathead,90928,13897,5445
Montana,Gallatin,89513,17901,5371
Montana,Garfield,1206,667,237
Montana,Glacier,13399,3633,1866
Montana,Golden Valley,884,884,374
Montana,Granite,3079,675,162
Montana,Hill,16096,8641,3432
Montana,Jefferson,11406,1334,290
Montana,Judith Basin,2072,1251,452
Montana,Lake,28746,1677,638
Montana,Lewis and Clark,63395,12026,3499
Montana,Liberty,2339,1313,493
Montana,Lincoln,19687,2568,1019
Montana,Madison,7691,2322,750
Montana,McCone,1734,714,190
Montana,Meagher,1891,1891,878
Montana,Mineral,4223,1971,913
Montana,Missoula,109299,20315,6103
Montana,Musselshell,4538,1447,507
Montana,Park,15636,5303,1974
Montana,Petroleum,494,494,195
Montana,Phillips,4253,1134,458
Montana,Pondera,6153,2790,1329
Montana,Powder River,1743,913,313
Montana,Powell,7027,1344,479
Montana,Prairie,1179,1179,440
Montana,Ravalli,40212,1122,437
Montana,Richland,9746,4300,1138
Montana,Roosevelt,10425,6021,3184
Montana,Rosebud,9233,2228,903
Montana,Sanders,11413,4809,2489
Montana,Sheridan,3384,1192,403
Montana,Silver Bow,34200,4448,1537
Montana,Stillwater,9117,1458,422
Montana,Sweet Grass,3651,826,239
Montana,Teton,6073,1926,770
Montana,Toole,5324,2324,619
Montana,Treasure,718,718,300
Montana,Valley,7369,3007,1119
Montana,Wheatland,2168,2168,990
Montana,Wibaux,1017,1017,384
Montana,Yellowstone,147972,33654,9589
Nebraska,Adams,31364,10985,3656
Nebraska,Antelope,6685,1350,500
Nebraska,Arthur,460,460,203
Nebraska,Banner,690,680,308
Nebraska,Blaine,478,478,166
Nebraska,Boone,5505,1021,305
Nebraska,Box Butte,11308,4640,1873
Nebraska,Boyd,2099,2099,865
Nebraska,Brown,3145,317,136
Nebraska,Buffalo,46102,10591,4129
Nebraska,Burt,6858,46,18
Nebraska,Butler,8395,1541,506
Nebraska,Cass,25241,6720,1453
Nebraska,Cedar,8852,1412,420
Nebraska,Chase,3966,1167,473
Nebraska,Cherry,5713,2211,805
Nebraska,Cheyenne,9998,2258,678
Nebraska,Clay,6542,3047,950
Nebraska,Colfax,10515,3326,859
Nebraska,Cuming,9139,412,111
Nebraska,Custer,10939,5857,1949
Nebraska,Dakota,21006,2932,904
Nebraska,Dawes,9182,2663,947
Nebraska,Dawson,24326,9157,3309
Nebraska,Deuel,1941,521,190
Nebraska,Dixon,6000,2036,617
Nebraska,Dodge,36691,9901,2905
Nebraska,Douglas,517110,62867,15980
Nebraska,Dundy,2008,668,219
Nebraska,Fillmore,5890,1157,341
Nebraska,Franklin,3225,1531,490
Nebraska,Frontier,2756,2674,871
Nebraska,Furnas,4959,1081,477
Nebraska,Gage,22311,8423,2266
Nebraska,Garden,2057,2054,685
Nebraska,Garfield,2049,205,62
Nebraska,Gosper,2044,1313,436
Nebraska,Grant,614,614,289
Nebraska,Greeley,2538,2537,1017
Nebraska,Hall,58607,21692,7692
Nebraska,Hamilton,9124,1779,505
Nebraska,Harlan,3423,208,62
Nebraska,Hayes,967,967,315
Nebraska,Hitchcock,2908,2763,1290
Nebraska,Holt,10435,3314,1199
Nebraska,Hooker,736,117,42
Nebraska,Howard,6274,1132,316
Nebraska,Jefferson,7547,1988,492
Nebraska,Johnson,5217,1354,405
Nebraska,Kearney,6489,825,194
Nebraska,Keith,8368,2302,617
Nebraska,Keya Paha,824,823,343
Nebraska,Kimball,3821,287,115
Nebraska,Knox,8701,676,292
Nebraska,Lancaster,285407,35170,8713
Nebraska,Lincoln,36288,5271,1044
Nebraska,Logan,763,107,27
Nebraska,Loup,632,506,188
Nebraska,Madison,34876,10435,2862
Nebraska,McPherson,539,539,149
Nebraska,Merrick,7845,2996,939
Nebraska,Morrill,5042,2558,1003
Nebraska,Nance,3735,1398,563
Nebraska,Nemaha,7248,322,105
Nebraska,Nuckolls,4500,1621,546
Nebraska,Otoe,15740,2752,706
Nebraska,Pawnee,2773,503,188
Nebraska,Perkins,2970,877,270
Nebraska,Phelps,9188,1864,450
Nebraska,Pierce,7266,4813,1251
Nebraska,Platte,32237,6912,1401
Nebraska,Polk,5406,312,74
Nebraska,Red Willow,11055,6446,1937
Nebraska,Richardson,8363,2554,1088
Nebraska,Rock,1526,428,142
Nebraska,Saline,14200,3406,1304
Nebraska,Sarpy,158840,51639,9832
Nebraska,Saunders,20780,5082,1181
Nebraska,Scotts Bluff,36970,3764,1219
Nebraska,Seward,16750,2274,467
Nebraska,Sheridan,5469,1927,706
Nebraska,Sherman,3152,2630,897
Nebraska,Sioux,1311,858,326
Nebraska,Stanton,6129,2531,846
Nebraska,Thayer,5228,908,359
Nebraska,Thomas,647,647,175
Nebraska,Thurston,6940,1752,515
Nebraska,Valley,4260,1015,315
Nebraska,Washington,20234,1694,261
Nebraska,Wayne,9595,875,233
Nebraska,Webster,3812,1998,553
Nebraska,Wheeler,818,818,296
Nebraska,York,13665,3841,916
Nevada,Carson City,55274,13860,3148
Nevada,Churchill,24877,4660,2007
Nevada,Clark,1951269,373414,113812
Nevada,Douglas,46997,23057,6307
Nevada,Elko,48818,12445,2702
Nevada,Esmeralda,783,761,404
Nevada,Eureka,1987,1987,546
Nevada,Humboldt,16528,2572,1159
Nevada,Lander,5775,879,338
Nevada,Lincoln,5345,4174,1730
Nevada,Lyon,51980,20084,6587
Nevada,Mineral,4772,4420,1739
Nevada,Nye,43946,37376,16873
Nevada,Pershing,6753,1036,383
Nevada,Storey,4010,15,3
Nevada,Washoe,421407,143728,40373
Nevada,White Pine,10030,5474,1526
New Hampshire,Belknap,60088,7616,2054
New Hampshire,Carroll,47818,872,242
New Hampshire,Cheshire,77117,14950,3402
New Hampshire,Coos,33055,5324,1857
New Hampshire,Grafton,89118,8983,3945
New Hampshire,Hillsborough,400721,145261,23327
New Hampshire,Merrimack,146445,22325,5179
New Hampshire,Rockingham,295223,127667,18039
New Hampshire,Strafford,123143,30951,8394
New Hampshire,Sullivan,43742,14513,4287
New Jersey,Atlantic,274549,82314,23257
New Jersey,Bergen,905116,94798,8163
New Jersey,Burlington,448734,167764,24060
New Jersey,Camden,513657,109569,23846
New Jersey,Cape May,97265,33471,7645
New Jersey,Cumberland,156898,49023,16969
New Jersey,Essex,783969,60831,5538
New Jersey,Gloucester,288288,141727,27075
New Jersey,Hudson,634266,4696,998
New Jersey,Hunterdon,128349,23898,2929
New Jersey,Mercer,366513,109072,14757
New Jersey,Middlesex,809858,207703,31461
New Jersey,Monmouth,630380,220729,30517
New Jersey,Morris,492276,198556,19398
New Jersey,Ocean,576567,241823,50877
New Jersey,Passaic,501226,65205,8901
New Jersey,Salem,66083,8733,2242
New Jersey,Somerset,323444,120758,9007
New Jersey,Sussex,149265,58984,8944
New Jersey,Union,536499,50015,5593
New Jersey,Warren,108692,34827,6784
New Mexico,Bernalillo,662564,141940,46573
New Mexico,Catron,3725,3725,1694
New Mexico,Chaves,65645,18451,10139
New Mexico,Cibola,27213,13775,7542
New Mexico,Colfax,13750,3945,1986
New Mexico,Curry,48376,17401,7331
New Mexico,De Baca,2022,346,137
New Mexico,Dona Ana,209233,77461,40529
New Mexico,Eddy,53829,18192,6732
New Mexico,Grant,29514,7110,2996
New Mexico,Guadalupe,4687,1331,602
New Mexico,Harding,695,661,283
New Mexico,Hidalgo,4894,1685,727
New Mexico,Lea,64727,13259,4308
New Mexico,Lincoln,20497,7896,3554
New Mexico,Los Alamos,17950,10280,1031
New Mexico,Luna,25095,9435,6391
New Mexico,McKinley,71492,42113,28503
New Mexico,Mora,4881,1200,782
New Mexico,Otero,63797,20364,6753
New Mexico,Quay,9041,2580,1148
New Mexico,Rio Arriba,40246,16425,7755
New Mexico,Roosevelt,19846,6274,2843
New Mexico,San Juan,130044,54196,26465
New Mexico,San Miguel,29393,14546,8204
New Mexico,Sandoval,131561,57836,20010
New Mexico,Santa Fe,144170,45425,14946
New Mexico,Sierra,11988,3502,1666
New Mexico,Socorro,17866,8817,5177
New Mexico,Taos,32937,11653,6341
New Mexico,Torrance,16383,6132,2926
New Mexico,Union,4549,1220,520
New Mexico,Valencia,76569,46209,22332
New York,Albany,304204,89649,15137
New York,Allegany,48946,125,52
New York,Bronx,1385108,8710,225
New York,Broome,200600,26667,6630
New York,Cattaraugus,80317,6261,2452
New York,Cayuga,80026,2652,1060
New York,Chautauqua,134905,21675,8567
New York,Chemung,88830,22576,5698
New York,Chenango,50477,1986,773
New York,Clinton,82128,20674,8049
New York,Columbia,63096,7731,3192
New York,Cortland,49336,8673,2511
New York,Delaware,47980,6088,1856
New York,Dutchess,297488,106863,18134
New York,Erie,919040,187426,51527
New York,Essex,39370,936,238
New York,Franklin,51599,9783,3855
New York,Fulton,55531,9770,3553
New York,Genesee,60079,5877,1383
New York,Greene,49221,5815,1062
New York,Hamilton,4836,2592,585
New York,Herkimer,64519,11633,4118
New York,Jefferson,116229,18468,7571
New York,Kings,2504700,373,132
New York,Lewis,27087,3634,1502
New York,Livingston,65393,9713,2186
New York,Madison,73442,12520,1096
New York,Monroe,744344,234228,45272
New York,Montgomery,50219,8676,3154
New York,Nassau,1339532,76403,6972
New York,New York,1585873,2,0
New York,Niagara,216469,36413,9820
New York,Oneida,234878,40171,11519
New York,Onondaga,467026,106559,19311
New York,Ontario,107931,11866,4028
New York,Orange,372813,126375,23704
New York,Orleans,42883,4442,2139
New York,Oswego,122109,10930,3600
New York,Otsego,62259,21141,6739
New York,Putnam,99710,50327,7454
New York,Queens,2230722,8276,758
New York,Rensselaer,159429,37699,7841
New York,Richmond,468730,4431,858
New York,Rockland,311687,68949,11498
New York,Saratoga,219607,53802,8570
New York,Schenectady,154727,37282,8883
New York,Schoharie,32749,8550,2431
New York,Schuyler,18343,128,49
New York,Seneca,35251,3164,1076
New York,St. Lawrence,111944,22222,8846
New York,Steuben,98990,13256,3768
New York,Suffolk,1493350,405253,63922
New York,Sullivan,77547,2927,1679
New York,Tioga,51125,4581,582
New York,Tompkins,101564,16625,6117
New York,Ulster,182493,45859,13734
New York,Warren,65707,20033,3586
New York,Washington,63216,7821,2992
New York,Wayne,93772,5249,1746
New York,Westchester,949113,135258,12929
New York,Wyoming,42155,11842,3000
New York,Yates,25348,108,32
North Carolina,Alamance,151131,36017,15920
North Carolina,Alexander,37198,7546,3209
North Carolina,Alleghany,11155,431,199
North Carolina,Anson,26948,2267,1292
North Carolina,Ashe,27281,6044,2963
North Carolina,Avery,17797,116,32
North Carolina,Beaufort,47759,5608,2117
North Carolina,Bertie,21282,7093,4492
North Carolina,Bladen,35190,5045,2693
North Carolina,Brunswick,107431,28321,10660
North Carolina,Buncombe,238318,64118,23687
North Carolina,Burke,90912,24756,11534
North Carolina,Cabarrus,178011,59368,15976
North Carolina,Caldwell,83029,28238,13192
North Carolina,Camden,9980,439,89
North Carolina,Carteret,66469,21723,6151
North Carolina,Caswell,23719,1855,782
North Carolina,Catawba,154358,38265,13550
North Carolina,Chatham,63505,7007,3481
North Carolina,Cherokee,27444,2071,941
North Carolina,Chowan,14793,4171,2080
North Carolina,Clay,10587,343,133
North Carolina,Cleveland,98078,19635,8406
North Carolina,Columbus,58098,5819,2448
North Carolina,Craven,103505,38961,10219
North Carolina,Cumberland,319431,95698,40494
North Carolina,Currituck,23547,3093,667
North Carolina,Dare,33920,12197,2940
North Carolina,Davidson,162878,40265,14487
North Carolina,Davie,41240,12609,3523
North Carolina,Duplin,58505,5786,2939
North Carolina,Durham,267587,81914,23384
North Carolina,Edgecombe,56552,9262,5216
North Carolina,Forsyth,350670,144835,53774
North Carolina,Franklin,60619,2591,1524
North Carolina,Gaston,206086,73314,27468
North Carolina,Gates,12197,5,3
North Carolina,Graham,8861,251,99
North Carolina,Granville,59916,12925,4098
North Carolina,Greene,21362,0,0
North Carolina,Guilford,488406,128026,45495
North Carolina,Halifax,54691,9532,5302
North Carolina,Harnett,114678,22354,8233
North Carolina,Haywood,59036,5392,2141
North Carolina,Henderson,106740,28855,9990
North Carolina,Hertford,24669,4439,2257
North Carolina,Hoke,46952,8169,3255
North Carolina,Hyde,5810,5227,2056
North Carolina,Iredell,159437,40683,10956
North Carolina,Jackson,40271,3377,1411
North Carolina,Johnston,168878,25393,5565
North Carolina,Jones,10153,0,0
North Carolina,Lee,57866,12491,4296
North Carolina,Lenoir,59495,17122,8269
North Carolina,Lincoln,78265,19202,5374
North Carolina,Macon,33922,2620,1138
North Carolina,Madison,20764,2534,1328
North Carolina,Martin,24505,2234,1024
North Carolina,McDowell,44996,1254,717
North Carolina,Mecklenburg,919628,213596,60250
North Carolina,Mitchell,15579,0,0
North Carolina,Montgomery,27798,4444,2298
North Carolina,Moore,88247,24257,6786
North Carolina,Nash,95840,17398,6614
North Carolina,New Hanover,202667,66380,16429
North Carolina,Northampton,22099,1820,989
North Carolina,Onslow,177772,65331,22826
North Carolina,Orange,133801,22989,11301
North Carolina,Pamlico,13144,722,310
North Carolina,Pasquotank,40661,9078,4811
North Carolina,Pender,52217,13100,3906
North Carolina,Perquimans,13453,458,148
North Carolina,Person,39464,4822,2123
North Carolina,Pitt,168148,33963,12788
North Carolina,Polk,20510,1165,339
North Carolina,Randolph,141752,31744,14568
North Carolina,Richmond,46639,10371,5061
North Carolina,Robeson,134168,13658,9574
North Carolina,Rockingham,93643,20027,10847
North Carolina,Rowan,138428,30460,12477
North Carolina,Rutherford,67810,10262,4298
North Carolina,Sampson,63431,3117,1506
North Carolina,Scotland,36157,7426,3361
North Carolina,Stanly,60585,3760,1205
North Carolina,Stokes,47401,7105,2658
North Carolina,Surry,73673,5505,2040
North Carolina,Swain,13981,214,91
North Carolina,Transylvania,33090,2520,877
North Carolina,Tyrrell,4407,490,271
North Carolina,Union,201292,79488,18308
North Carolina,Vance,45422,3042,1625
North Carolina,Wake,900993,239600,61397
North Carolina,Warren,20972,1528,892
North Carolina,Washington,13228,2198,977
North Carolina,Watauga,51079,4627,1604
North Carolina,Wayne,122623,27527,12393
North Carolina,Wilkes,69340,2479,1363
North Carolina,Wilson,81234,7128,2367
North Carolina,Yadkin,38406,4719,2211
North Carolina,Yancey,17818,190,85
North Dakota,Adams,2343,522,161
North Dakota,Barnes,11066,3337,803
North Dakota,Benson,6660,2844,1151
North Dakota,Billings,783,783,206
North Dakota,Bottineau,6429,2939,777
North Dakota,Bowman,3151,940,127
North Dakota,Burke,1968,1968,619
North Dakota,Burleigh,81308,21693,3647
North Dakota,Cass,149778,31502,5883
North Dakota,Cavalier,3993,1455,325
North Dakota,Dickey,5289,673,170
North Dakota,Divide,2071,689,204
North Dakota,Dunn,3536,1874,457
North Dakota,Eddy,2385,689,234
North Dakota,Emmons,3550,1582,546
North Dakota,Foster,3343,603,159
North Dakota,Golden Valley,1680,1680,611
North Dakota,Grand Forks,66861,14613,6119
North Dakota,Grant,2394,1253,392
North Dakota,Griggs,2420,794,153
North Dakota,Hettinger,2477,2476,651
North Dakota,Kidder,2435,2424,668
North Dakota,LaMoure,4139,1540,373
North Dakota,Logan,1990,835,271
North Dakota,McHenry,5395,3725,1165
North Dakota,McIntosh,2809,559,186
North Dakota,McKenzie,6360,2346,791
North Dakota,McLean,8962,4944,1333
North Dakota,Mercer,8424,1967,403
North Dakota,Morton,27471,8351,1720
North Dakota,Mountrail,7673,1007,182
North Dakota,Nelson,3126,3126,810
North Dakota,Oliver,1846,1556,333
North Dakota,Pembina,7413,3425,802
North Dakota,Pierce,4357,841,255
North Dakota,Ramsey,11451,3190,666
North Dakota,Ransom,5457,889,203
North Dakota,Renville,2470,1457,299
North Dakota,Richland,16321,6670,1353
North Dakota,Rolette,13937,1302,539
North Dakota,Sargent,3829,839,194
North Dakota,Sheridan,1321,1078,300
North Dakota,Sioux,4153,1701,1090
North Dakota,Slope,727,692,188
North Dakota,Stark,24199,5601,1114
North Dakota,Steele,1975,1733,411
North Dakota,Stutsman,21100,5854,1186
North Dakota,Towner,2246,782,148
North Dakota,Traill,8121,1476,238
North Dakota,Walsh,11119,2146,499
North Dakota,Ward,61675,22294,7413
North Dakota,Wells,4207,1593,363
North Dakota,Williams,22398,6709,1200
Ohio,Adams,28550,3572,2016
Ohio,Allen,106331,17873,5392
Ohio,Ashland,53139,2768,1176
Ohio,Ashtabula,101497,21280,9305
Ohio,Athens,64757,9685,6600
Ohio,Auglaize,45949,3759,979
Ohio,Belmont,70400,14648,4784
Ohio,Brown,44846,2125,893
Ohio,Butler,368130,145311,29051
Ohio,Carroll,28836,2455,1114
Ohio,Champaign,40097,1076,485
Ohio,Clark,138333,33915,15242
Ohio,Clermont,197363,89973,21171
Ohio,Clinton,42040,12353,5771
Ohio,Columbiana,107841,18987,7713
Ohio,Coshocton,36901,4369,1641
Ohio,Crawford,43784,12772,5598
Ohio,Cuyahoga,1280122,262968,56670
Ohio,Darke,52959,5546,1900
Ohio,Defiance,39037,5483,1986
Ohio,Delaware,174214,70469,7871
Ohio,Erie,77079,19353,6367
Ohio,Fairfield,146156,40076,9568
Ohio,Fayette,29030,2825,1206
Ohio,Franklin,1163414,298838,91570
Ohio,Fulton,42698,8380,2892
Ohio,Gallia,30934,3592,1743
Ohio,Geauga,93389,23897,4117
Ohio,Greene,161573,46135,11461
Ohio,Guernsey,40087,9820,3954
Ohio,Hamilton,802374,244155,70202
Ohio,Hancock,74782,10969,4216
Ohio,Hardin,32058,3851,1543
Ohio,Harrison,15864,1040,468
Ohio,Henry,28215,2489,737
Ohio,Highland,43589,3552,1627
Ohio,Hocking,29380,4176,1826
Ohio,Holmes,42366,2152,1030
Ohio,Huron,59626,7186,2416
Ohio,Jackson,33225,2417,1122
Ohio,Jefferson,69709,15601,7034
Ohio,Knox,60921,12383,4099
Ohio,Lake,230041,91421,19974
Ohio,Lawrence,62450,6914,2194
Ohio,Licking,166492,56340,14971
Ohio,Logan,45858,2614,1232
Ohio,Lorain,301356,103518,27243
Ohio,Lucas,441815,69288,23973
Ohio,Madison,43435,15753,8090
Ohio,Mahoning,238823,70787,27993
Ohio,Marion,66501,20346,11267
Ohio,Medina,172332,46530,8079
Ohio,Meigs,23770,5604,2734
Ohio,Mercer,40814,3958,865
Ohio,Miami,102506,14942,3893
Ohio,Monroe,14642,812,270
Ohio,Montgomery,535153,154448,54156
Ohio,Morgan,15054,2248,1053
Ohio,Morrow,34827,51,19
Ohio,Muskingum,86074,16895,8467
Ohio,Noble,14645,6528,2982
Ohio,Ottawa,41428,14805,4043
Ohio,Paulding,19614,3267,1338
Ohio,Perry,36058,937,404
Ohio,Pickaway,55698,5000,463
Ohio,Pike,28709,4805,2496
Ohio,Portage,161419,58306,16736
Ohio,Preble,42270,5754,1284
Ohio,Putnam,34499,8254,1783
Ohio,Richland,124475,41158,15858
Ohio,Ross,78064,13754,5339
Ohio,Sandusky,60944,6439,2045
Ohio,Scioto,79499,7542,3197
Ohio,Seneca,56745,11461,4196
Ohio,Shelby,49423,7294,2484
Ohio,Stark,375586,103059,29338
Ohio,Summit,541781,171852,43415
Ohio,Trumbull,210312,48086,17212
Ohio,Tuscarawas,92582,12554,4556
Ohio,Union,52300,13853,3415
Ohio,Van Wert,28744,5286,1871
Ohio,Vinton,13435,5872,2859
Ohio,Warren,212693,104459,14505
Ohio,Washington,61778,6912,2612
Ohio,Wayne,114520,19335,5994
Ohio,Williams,37642,9833,4444
Ohio,Wood,125488,35893,10666
Ohio,Wyandot,22615,1595,649
Oklahoma,Adair,22683,2086,1155
Oklahoma,Alfalfa,5642,3316,1189
Oklahoma,Atoka,14182,5733,2541
Oklahoma,Beaver,5636,2157,792
Oklahoma,Beckham,22119,6069,2092
Oklahoma,Blaine,11943,7159,2180
Oklahoma,Bryan,42416,12160,4688
Oklahoma,Caddo,29600,10609,5259
Oklahoma,Canadian,115541,39407,7578
Oklahoma,Carter,47557,8574,3386
Oklahoma,Cherokee,46987,11269,5745
Oklahoma,Choctaw,15205,8305,4527
Oklahoma,Cimarron,2475,999,380
Oklahoma,Cleveland,255755,68513,18854
Oklahoma,Coal,5925,1618,774
Oklahoma,Comanche,124098,39320,17541
Oklahoma,Cotton,6193,5206,2015
Oklahoma,Craig,15029,4024,1938
Oklahoma,Creek,69967,11295,3831
Oklahoma,Custer,27469,14382,5852
Oklahoma,Delaware,41487,8738,3939
Oklahoma,Dewey,4810,4810,1726
Oklahoma,Ellis,4151,4132,1586
Oklahoma,Garfield,60580,12314,3601
Oklahoma,Garvin,27576,3941,1975
Oklahoma,Grady,52431,15790,4583
Oklahoma,Grant,4527,2958,1053
Oklahoma,Greer,6239,1061,531
Oklahoma,Harmon,2922,242,56
Oklahoma,Harper,3685,1903,861
Oklahoma,Haskell,12769,4845,2261
Oklahoma,Hughes,14003,3307,1307
Oklahoma,Jackson,26446,9027,3286
Oklahoma,Jefferson,6472,1508,817
Oklahoma,Johnston,10957,3924,1649
Oklahoma,Kay,46562,18592,8328
Oklahoma,Kingfisher,15034,2755,629
Oklahoma,Kiowa,9446,5092,2524
Oklahoma,Latimer,11154,2441,931
Oklahoma,Le Flore,50384,8111,4145
Oklahoma,Lincoln,34273,4892,1794
Oklahoma,Logan,41848,21733,5898
Oklahoma,Love,9423,1911,619
Oklahoma,Major,7527,1359,372
Oklahoma,Marshall,15840,4633,2213
Oklahoma,Mayes,41259,5191,2379
Oklahoma,McClain,34506,3959,1490
Oklahoma,McCurtain,33151,9193,4814
Oklahoma,McIntosh,20252,2907,1397
Oklahoma,Murray,13488,2115,912
Oklahoma,Muskogee,70990,11040,4839
Oklahoma,Noble,11561,3839,1568
Oklahoma,Nowata,10536,2625,1090
Oklahoma,Okfuskee,12191,2857,1561
Oklahoma,Oklahoma,718633,161296,54876
Oklahoma,Okmulgee,40069,9550,4561
Oklahoma,Osage,47472,18592,7378
Oklahoma,Ottawa,31848,5127,3044
Oklahoma,Pawnee,16577,932,287
Oklahoma,Payne,77350,19121,8345
Oklahoma,Pittsburg,45837,17933,6913
Oklahoma,Pontotoc,37492,11367,3911
Oklahoma,Pottawatomie,69442,10006,5234
Oklahoma,Pushmataha,11572,5048,2436
Oklahoma,Roger Mills,3647,2001,717
Oklahoma,Rogers,86905,18579,3710
Oklahoma,Seminole,25482,2066,1090
Oklahoma,Sequoyah,42391,8937,4160
Oklahoma,Stephens,45048,12314,3688
Oklahoma,Texas,20640,8227,3220
Oklahoma,Tillman,7992,3232,1329
Oklahoma,Tulsa,603403,158505,58689
Oklahoma,Wagoner,73085,30363,7901
Oklahoma,Washington,50976,20091,7689
Oklahoma,Washita,11629,5331,1938
Oklahoma,Woods,8878,2342,611
Oklahoma,Woodward,20081,6510,1718
Oregon,Baker,16134,6181,2297
Oregon,Benton,85579,26716,7139
Oregon,Clackamas,375992,52278,10754
Oregon,Clatsop,37039,5253,1636
Oregon,Columbia,49351,3372,827
Oregon,Coos,63043,5643,2358
Oregon,Crook,20978,3498,1151
Oregon,Curry,22364,1482,630
Oregon,Deschutes,157733,34051,10894
Oregon,Douglas,107667,23714,9726
Oregon,Gilliam,1871,1022,309
Oregon,Grant,7445,2964,1313
